"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02196V02652","State","UNIT","VALUE"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20144","2014Q4","-","State","Euro Million","5587"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20151","2015Q1","-","State","Euro Million","5333"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20152","2015Q2","-","State","Euro Million","5564"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20153","2015Q3","-","State","Euro Million","5545"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20154","2015Q4","-","State","Euro Million","5552"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20161","2016Q1","-","State","Euro Million","5884"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20162","2016Q2","-","State","Euro Million","6020"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20163","2016Q3","-","State","Euro Million","5708"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20164","2016Q4","-","State","Euro Million","5777"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20171","2017Q1","-","State","Euro Million","6101"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20172","2017Q2","-","State","Euro Million","5755"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20173","2017Q3","-","State","Euro Million","6037"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20174","2017Q4","-","State","Euro Million","6263"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20181","2018Q1","-","State","Euro Million","6056"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20182","2018Q2","-","State","Euro Million","6147"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20183","2018Q3","-","State","Euro Million","6389"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20184","2018Q4","-","State","Euro Million","6266"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20191","2019Q1","-","State","Euro Million","6534"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20192","2019Q2","-","State","Euro Million","6786"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20193","2019Q3","-","State","Euro Million","6632"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20194","2019Q4","-","State","Euro Million","6718"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20201","2020Q1","-","State","Euro Million","4926"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20202","2020Q2","-","State","Euro Million","5676"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20203","2020Q3","-","State","Euro Million","6284"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20204","2020Q4","-","State","Euro Million","6431"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20211","2021Q1","-","State","Euro Million","6350"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20212","2021Q2","-","State","Euro Million","7324"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20213","2021Q3","-","State","Euro Million","7243"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20214","2021Q4","-","State","Euro Million","7586"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20221","2022Q1","-","State","Euro Million","7301"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20222","2022Q2","-","State","Euro Million","7065"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20223","2022Q3","-","State","Euro Million","7321"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20224","2022Q4","-","State","Euro Million","6721"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20231","2023Q1","-","State","Euro Million","6884"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20232","2023Q2","-","State","Euro Million","6908"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20233","2023Q3","-","State","Euro Million","6958"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20234","2023Q4","-","State","Euro Million","7183"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20241","2024Q1","-","State","Euro Million","7276"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20242","2024Q2","-","State","Euro Million","7206"
"NAQ03S02","Taxes on Products (Seasonally Adjusted)","20243","2024Q3","-","State","Euro Million","7204"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","19951","1995Q1","-","State","Euro Million","-522"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","19952","1995Q2","-","State","Euro Million","-496"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","19953","1995Q3","-","State","Euro Million","-798"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","19954","1995Q4","-","State","Euro Million","-565"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","19961","1996Q1","-","State","Euro Million","-606"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","19962","1996Q2","-","State","Euro Million","-561"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","19963","1996Q3","-","State","Euro Million","-924"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","19964","1996Q4","-","State","Euro Million","-640"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","19971","1997Q1","-","State","Euro Million","-688"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","19972","1997Q2","-","State","Euro Million","-720"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","19973","1997Q3","-","State","Euro Million","-696"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","19974","1997Q4","-","State","Euro Million","-666"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","19981","1998Q1","-","State","Euro Million","-652"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","19982","1998Q2","-","State","Euro Million","-722"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","19983","1998Q3","-","State","Euro Million","-611"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","19984","1998Q4","-","State","Euro Million","-717"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","19991","1999Q1","-","State","Euro Million","-619"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","19992","1999Q2","-","State","Euro Million","-619"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","19993","1999Q3","-","State","Euro Million","-672"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","19994","1999Q4","-","State","Euro Million","-615"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20001","2000Q1","-","State","Euro Million","-786"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20002","2000Q2","-","State","Euro Million","-603"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20003","2000Q3","-","State","Euro Million","-497"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20004","2000Q4","-","State","Euro Million","-626"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20011","2001Q1","-","State","Euro Million","-512"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20012","2001Q2","-","State","Euro Million","-386"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20013","2001Q3","-","State","Euro Million","-598"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20014","2001Q4","-","State","Euro Million","-558"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20021","2002Q1","-","State","Euro Million","-583"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20022","2002Q2","-","State","Euro Million","-619"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20023","2002Q3","-","State","Euro Million","-647"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20024","2002Q4","-","State","Euro Million","-721"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20031","2003Q1","-","State","Euro Million","-590"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20032","2003Q2","-","State","Euro Million","-598"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20033","2003Q3","-","State","Euro Million","-640"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20034","2003Q4","-","State","Euro Million","-674"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20041","2004Q1","-","State","Euro Million","-713"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20042","2004Q2","-","State","Euro Million","-639"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20043","2004Q3","-","State","Euro Million","-519"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20044","2004Q4","-","State","Euro Million","-640"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20051","2005Q1","-","State","Euro Million","-389"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20052","2005Q2","-","State","Euro Million","-404"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20053","2005Q3","-","State","Euro Million","-347"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20054","2005Q4","-","State","Euro Million","-572"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20061","2006Q1","-","State","Euro Million","-318"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20062","2006Q2","-","State","Euro Million","-322"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20063","2006Q3","-","State","Euro Million","-369"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20064","2006Q4","-","State","Euro Million","-295"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20071","2007Q1","-","State","Euro Million","-355"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20072","2007Q2","-","State","Euro Million","-371"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20073","2007Q3","-","State","Euro Million","-400"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20074","2007Q4","-","State","Euro Million","-257"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20081","2008Q1","-","State","Euro Million","-417"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20082","2008Q2","-","State","Euro Million","-379"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20083","2008Q3","-","State","Euro Million","-374"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20084","2008Q4","-","State","Euro Million","-262"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20091","2009Q1","-","State","Euro Million","-346"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20092","2009Q2","-","State","Euro Million","-382"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20093","2009Q3","-","State","Euro Million","-358"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20094","2009Q4","-","State","Euro Million","-366"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20101","2010Q1","-","State","Euro Million","-354"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20102","2010Q2","-","State","Euro Million","-287"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20103","2010Q3","-","State","Euro Million","-320"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20104","2010Q4","-","State","Euro Million","-339"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20111","2011Q1","-","State","Euro Million","-313"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20112","2011Q2","-","State","Euro Million","-312"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20113","2011Q3","-","State","Euro Million","-305"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20114","2011Q4","-","State","Euro Million","-314"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20121","2012Q1","-","State","Euro Million","-305"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20122","2012Q2","-","State","Euro Million","-316"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20123","2012Q3","-","State","Euro Million","-304"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20124","2012Q4","-","State","Euro Million","-340"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20131","2013Q1","-","State","Euro Million","-317"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20132","2013Q2","-","State","Euro Million","-321"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20133","2013Q3","-","State","Euro Million","-313"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20134","2013Q4","-","State","Euro Million","-269"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20141","2014Q1","-","State","Euro Million","-280"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20142","2014Q2","-","State","Euro Million","-278"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20143","2014Q3","-","State","Euro Million","-272"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20144","2014Q4","-","State","Euro Million","-272"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20151","2015Q1","-","State","Euro Million","-251"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20152","2015Q2","-","State","Euro Million","-250"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20153","2015Q3","-","State","Euro Million","-254"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20154","2015Q4","-","State","Euro Million","-249"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20161","2016Q1","-","State","Euro Million","-263"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20162","2016Q2","-","State","Euro Million","-261"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20163","2016Q3","-","State","Euro Million","-262"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20164","2016Q4","-","State","Euro Million","-268"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20171","2017Q1","-","State","Euro Million","-263"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20172","2017Q2","-","State","Euro Million","-264"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20173","2017Q3","-","State","Euro Million","-270"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20174","2017Q4","-","State","Euro Million","-276"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20181","2018Q1","-","State","Euro Million","-276"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20182","2018Q2","-","State","Euro Million","-278"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20183","2018Q3","-","State","Euro Million","-288"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20184","2018Q4","-","State","Euro Million","-297"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20191","2019Q1","-","State","Euro Million","-282"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20192","2019Q2","-","State","Euro Million","-287"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20193","2019Q3","-","State","Euro Million","-302"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20194","2019Q4","-","State","Euro Million","-313"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20201","2020Q1","-","State","Euro Million","-384"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20202","2020Q2","-","State","Euro Million","-400"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20203","2020Q3","-","State","Euro Million","-378"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20204","2020Q4","-","State","Euro Million","-368"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20211","2021Q1","-","State","Euro Million","-449"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20212","2021Q2","-","State","Euro Million","-444"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20213","2021Q3","-","State","Euro Million","-464"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20214","2021Q4","-","State","Euro Million","-467"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20221","2022Q1","-","State","Euro Million","-487"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20222","2022Q2","-","State","Euro Million","-468"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20223","2022Q3","-","State","Euro Million","-484"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20224","2022Q4","-","State","Euro Million","-467"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20231","2023Q1","-","State","Euro Million","-448"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20232","2023Q2","-","State","Euro Million","-475"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20233","2023Q3","-","State","Euro Million","-462"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20234","2023Q4","-","State","Euro Million","-458"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20241","2024Q1","-","State","Euro Million","-419"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20242","2024Q2","-","State","Euro Million","-411"
"NAQ03S03","Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","20243","2024Q3","-","State","Euro Million","-413"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","19951","1995Q1","-","State","Euro Million","26576"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","19952","1995Q2","-","State","Euro Million","26924"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","19953","1995Q3","-","State","Euro Million","27114"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","19954","1995Q4","-","State","Euro Million","27537"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","19961","1996Q1","-","State","Euro Million","28696"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","19962","1996Q2","-","State","Euro Million","29110"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","19963","1996Q3","-","State","Euro Million","28821"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","19964","1996Q4","-","State","Euro Million","29280"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","19971","1997Q1","-","State","Euro Million","30782"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","19972","1997Q2","-","State","Euro Million","31902"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","19973","1997Q3","-","State","Euro Million","32390"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","19974","1997Q4","-","State","Euro Million","33025"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","19981","1998Q1","-","State","Euro Million","33849"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","19982","1998Q2","-","State","Euro Million","34688"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","19983","1998Q3","-","State","Euro Million","35915"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","19984","1998Q4","-","State","Euro Million","35165"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","19991","1999Q1","-","State","Euro Million","37235"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","19992","1999Q2","-","State","Euro Million","37585"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","19993","1999Q3","-","State","Euro Million","38999"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","19994","1999Q4","-","State","Euro Million","39895"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20001","2000Q1","-","State","Euro Million","40357"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20002","2000Q2","-","State","Euro Million","41530"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20003","2000Q3","-","State","Euro Million","42295"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20004","2000Q4","-","State","Euro Million","42527"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20011","2001Q1","-","State","Euro Million","43228"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20012","2001Q2","-","State","Euro Million","44119"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20013","2001Q3","-","State","Euro Million","43923"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20014","2001Q4","-","State","Euro Million","44714"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20021","2002Q1","-","State","Euro Million","45378"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20022","2002Q2","-","State","Euro Million","45938"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20023","2002Q3","-","State","Euro Million","46888"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20024","2002Q4","-","State","Euro Million","47583"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20031","2003Q1","-","State","Euro Million","47318"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20032","2003Q2","-","State","Euro Million","47735"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20033","2003Q3","-","State","Euro Million","48095"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20034","2003Q4","-","State","Euro Million","50673"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20041","2004Q1","-","State","Euro Million","50311"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20042","2004Q2","-","State","Euro Million","51809"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20043","2004Q3","-","State","Euro Million","51426"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20044","2004Q4","-","State","Euro Million","52782"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20051","2005Q1","-","State","Euro Million","53576"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20052","2005Q2","-","State","Euro Million","54815"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20053","2005Q3","-","State","Euro Million","54383"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20054","2005Q4","-","State","Euro Million","56217"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20061","2006Q1","-","State","Euro Million","56791"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20062","2006Q2","-","State","Euro Million","57294"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20063","2006Q3","-","State","Euro Million","57861"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20064","2006Q4","-","State","Euro Million","58254"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20071","2007Q1","-","State","Euro Million","61116"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20072","2007Q2","-","State","Euro Million","60517"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20073","2007Q3","-","State","Euro Million","59147"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20074","2007Q4","-","State","Euro Million","61377"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20081","2008Q1","-","State","Euro Million","59657"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20082","2008Q2","-","State","Euro Million","58391"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20083","2008Q3","-","State","Euro Million","58181"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20084","2008Q4","-","State","Euro Million","55442"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20091","2009Q1","-","State","Euro Million","54976"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20092","2009Q2","-","State","Euro Million","54917"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20093","2009Q3","-","State","Euro Million","54545"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20094","2009Q4","-","State","Euro Million","53474"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20101","2010Q1","-","State","Euro Million","54701"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20102","2010Q2","-","State","Euro Million","54672"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20103","2010Q3","-","State","Euro Million","55073"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20104","2010Q4","-","State","Euro Million","55118"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20111","2011Q1","-","State","Euro Million","55588"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20112","2011Q2","-","State","Euro Million","56383"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20113","2011Q3","-","State","Euro Million","55544"
"NAQ03S04","GDP at Constant Market Prices (Seasonally Adjusted)","20114","2011Q4","-","State","Euro Million","55868"
